DATE,COUNTRY,STATE,CITY,SUBREGION,REGION,PERPETRATOR,INJURED,DEAD,DESCRIPTION,COORDINATES,CATEGORY,Year
5/14/2018,Indonesia,East Java,Sidoarjo,South-Eastern Asia,Asia,Islamic State,57,15,"A series of terrorist attacks occurred in Surabaya and Sidoarjo in Indonesia. The attacks killed 15 civilians, mostly churchgoers, and injured 57 others. 13 perpetrators also died as a result of the bombings. ","-7.45597405,112.66088771295344",Explosion,2018
5/12/2018,France,Île-de-France,Paris,Western Europe,Europe,Islamic State,4,1,"A man stabbed 1 pedestrian to death and injured 4 others in Paris, France. The attacker was later killed by the police. ","48.8588897,2.3200410217200766",Assault,2018
5/10/2018,Indonesia,Special Region of Yogyakarta,Depok,South-Eastern Asia,Asia,Islamic State,4,6,"Five police officers and 1 militant were killed and 4 others injured in a standoff between security forces and terrorists in a detention center in the Indonesian city of Depok. Hours after the end of the siege, an Islamic militant fatally stabbed a policeman at the police detention center before he was shot by another policeman. ","-6.4071903,106.8158348",Assault,2018
5/2/2018,Libya,Tripoli District,Tripoli,Northern Africa,Africa,Islamic State,20,16,"Suicide bombers attacked the head offices of Libya's electoral commission in Tripoli, killing at least 16 people, injuring 20 and setting fire to the building. ","32.896672,13.1777923",Explosion,2018
5/1/2018,Nigeria,Adamawa,Mubi,Western Africa,Africa,Boko Haram,58,86,"At least 86 people were killed in 2 suicide attacks at a mosque and a market in Mubi, a town in the state of Adamawa in northeastern Nigeria. 58 others were injured in the bombings. ","10.267607,13.264359",Explosion,2018
4/30/2018,Afghanistan,Kabul,,Southern Asia,Asia,Islamic State,50,29,"At least 29 people were killed and 50 others injured in 2 suicide bombings in the Afghan capital Kabul, including several journalists documenting the scene. ","34.5260109,69.1776838",Explosion,2018
4/22/2018,Afghanistan,Kabul,,Southern Asia,Asia,Islamic State,120,69,"A suicide bomb attack at a voter registration centre in the Afghan capital Kabul killed at least 69 people and injured 120 others. The casualties were all civilians, most of whom had been waiting outside the office to apply for their IDs in order to register to vote in the upcoming elections. ","34.5260109,69.1776838",Explosion,2018
4/14/2018,Mali,Tombouctou Region,Timbuktu,Western Africa,Africa,Al Qaeda,16,1,"The attackers first fired rockets at a camp of MINUSMA and Barkhane in Timbuktu, Mali. Then 2 car bombs, suicide vehicles, were detonated at various locations in the camp. One peacekeeper was killed, 15 terrorists were killed, 7 French soldiers, 7 MINUSMA peacekeepers and 2 civilians were injured in the attack. ","16.7719091,-3.0087272","Assault,Explosion",2018
4/12/2018,Iraq,,,Western Asia,Asia,Islamic State,18,25,25 people were killed and 18 wounded when explosives exploded at a funeral for Sunni Muslim tribal fighters in the village of Asdira near the northern Iraqi town of Al Shirqat. ,"33.0955793,44.1749775",Explosion,2018
4/1/2018,Somalia,,,,,Al Shabaab,0,59,"Al Shabaab terrorists attacked an African Union military camp in the Bulo Marer area of Lower Shebelle, where Ugandan peacekeepers are stationed, killing at least 59 people. 14 militants died in the attack. ","8.3676771,49.083416",,2018
3/30/2018,Turkey,Siirt Province,Eruh,Western Asia,Asia,Kurdistan Workers' Party (PKK),6,7,Six Turkish village guards were killed in an attack by PKK terrorists in Siirt's Eruh district. Three village guards and 4 soldiers were wounded in the attack. One soldier died from his injury days later. ,"37.750599,42.1808359",,2018
3/23/2018,France,Occitania,Carcassonne,Western Europe,Europe,Islamic State,15,4,"A gunman affiliated with the Islamic State attacked the French cities of Carcassonne and Trebes: He attacked and stole a car, killing the passenger and wounding the driver, in Carcassonne. He arrived in Trebes and during the process a police officer was injured when the terrorist shot him. Then, he attacked a supermarket, where 2 civilians were killed and several others injured. A policeman exchanged himself for a hostage, was later shot and stabbed and died of his injuries in hospital. The attacker was later killed by the police. ","43.2130358,2.3491069","Assault,Hostage",2018
3/22/2018,Somalia,Banaadir,Mogadishu,Eastern Africa,Africa,Al Shabaab,22,18,At least 18 people were killed and 22 others wounded in a car bomb explosion near a hotel in the Somali capital Mogadishu. ,"2.0349312,45.3419183",Explosion,2018
3/21/2018,Afghanistan,Kabul,,Southern Asia,Asia,Islamic State,65,33,A suicide bombing near a Shiite shrine in Kabul killed at least 33 people and injured 65 others as Afghans celebrated the Persian New Year. ,"34.5260109,69.1776838",Explosion,2018
3/20/2018,United States,Texas,Austin,Northern America,Americas,Mark Anthony Conditt,6,2,"The Austin serial bombings occurred between March 2 and March 22, 2018, mostly in Austin, Texas. In total, 5 package bombs exploded, killing 2 people and injuring another five. The suspect, 23 year old Mark Anthony Conditt of Pflugerville, Texas, blew himself up inside his vehicle after he was pulled over by police on March 21, also injuring a police officer. ","30.2711286,-97.7436995",Explosion,2018
3/13/2018,India,Chhattisgarh,,Southern Asia,Asia,CPI,10,9,Nine paramilitary troopers of the Indian Central Reserve Police Force were killed and about 10 others wounded after Naxalites targeted their vehicle with an improvised explosive device in Sukma district of the Central Indian state of Chhattisgarh. ,"21.6637359,81.8406351",Explosion,2018
3/11/2018,Austria,Vienna,Vienna,Western Europe,Europe,,1,0,An Islamist stabbed and injured a guard at the residence of the Iranian ambassador in Vienna. The attacker was shot and killed. ,"48.2083537,16.3725042",Assault,2018
3/2/2018,Burkina Faso,Centre,Ouagadougou,Western Africa,Africa,Al Qaeda,85,30,30 people were killed and 85 wounded in terrorist attacks on the French embassy and cultural center in Burkina Faso and the country's army headquarters. ,"12.3681873,-1.5270944",,2018
2/24/2018,Myanmar,Rakhine State,Sittwe,South-Eastern Asia,Asia,Rakhine nationalists,1,0,"Three bombs exploded in Sittwe, the capital of Myanmar's Rakhine state, slightly injuring a police officer. ","20.15,92.9",Explosion,2018
2/23/2018,Somalia,Banaadir,Mogadishu,Eastern Africa,Africa,Al Shabaab,36,45,"At least 45 people were killed and 36 others injured in 2 car bombings and subsequent gunfire in Mogadishu, Somalia. Five attackers were also killed in the attack. ","2.0349312,45.3419183","Assault,Explosion",2018
2/21/2018,Myanmar,Shan State,Lashio,South-Eastern Asia,Asia,Northern Alliance,22,2,"A bomb exploded at a bank in the city of Lashio in northern Myanmar, killing at least 2 people and injuring 22 others. ","22.933333,97.75",Explosion,2018
2/19/2018,Nigeria,Yobe,Dapchi,Western Africa,Africa,Boko Haram,108,5,"111 students from 1 school and 2 other students from another school were abducted by Boko Haram in Dapchi, Nigeria. The insurgents later released 107 of them, 5 are reportedly dead and 1 is still in custody. ","11.8398,13.1503",,2018
2/18/2018,Russia,Republic of Dagestan,Kizlyar,Eastern Europe,Europe,Islamic State,5,5,"Five people were killed and 5 others were injured in a shooting carried out by an Islamic State militant at a Christian church in Kizlyar, Russia. The attacker was shot and killed by police officers. ","43.8546727,46.7139329",Assault,2018
2/14/2018,United States,,,,,Nikolas Cruz,17,17,"Stoneman Douglas High School shooting: A former student of Marjory Stoneman Douglas High School entered the school, killed 17 people, and wounded 17 others.Witnesses identified Nikolas Cruz, a 19 year old expelled student, as the assailant. Cruz fled the scene on foot by blending with other students. He was arrested without incident about an hour later in nearby Coral Springs, Florida and taken into custody by police ","39.7837304,-100.445882",Assault,2018
2/13/2018,Bolivia,Oruro Department,Oruro,South America,Americas,,50,12,12 people were killed and 50 others injured in 2 bomb attacks in the Bolivian city of Oruro. ,"-18.666667,-67.666667",Explosion,2018
2/11/2018,India,Jammu and Kashmir,Jammu,Southern Asia,Asia,Jaish-e-Mohammad (JeM),11,7,"Jaish e Mohammed terrorists attacked an Army camp in Jammu, killing 6 soldiers and a civilian and injuring 11 others. Three terrorists were also shot dead by the Army. ","32.7185614,74.8580917",,2018
2/10/2018,India,Jammu and Kashmir,,Southern Asia,Asia,Jaish-e-Mohammad (JeM),7,20,"On 10 February 2018, at predawn, Jaish-e-Mohammed terrorist attacked an Indian Army camp in Sunjuwan, Jammu, in the Indian state of Jammu and Kashmir. 6 soldiers, 3 attackers and 1 civilian were killed and 20 injured including 14 soldiers, five women and children.","34.0747444,74.8204443",Assault,2018
2/9/2018,Libya,,,,,,143,2,"A bomb exploded in a mosque in Benghazi, killing 2 and injuring 143 people. ","26.8234472,18.1236723",Explosion,2018
2/5/2018,Gaza,,,,,Palestinian Nationalist,0,1,An Israeli man was stabbed to death in a terror attack at a bus station outside the West Bank settlement of Ariel. ,"31.4432234,34.360007",Assault,2018
2/3/2018,Italy,Marche,Macerata,Southern Europe,Europe,Luca Traini (Right wing extremist),6,0,An Italian gunman with extreme right wing sympathies shot and injured 6 African asylum seekers in the Italian city of Macerata. ,"43.15297805,13.150882217502017",Assault,2018
1/27/2018,Afghanistan,Kabul,,Southern Asia,Asia,Taliban,235,103,At least 103 people were killed and 235 others injured when a Taliban suicide bomber exploded an ambulance laden with explosives near Sidarat Square in central Kabul where several government offices are located. ,"34.5260109,69.1776838",Explosion,2018
1/24/2018,Afghanistan,,,Southern Asia,Asia,Islamic State,27,6,"A complex attack began with a suicide car bomb outside the Save The Children offices in the city of Jalalabad, followed by gunmen entering the compound and fighting Afghan special forces. At least 6 people were killed and 27 others were wounded in the attack. ","33.7680065,66.2385139","Assault,Explosion",2018
1/23/2018,Libya,,,,,,80,41,"A twin car bomb attack outside a mosque in Benghazi kills 41 people and wounds 80 more, no group claimed responsibility. ","26.8234472,18.1236723",Explosion,2018
1/21/2018,Afghanistan,Kabul,,Southern Asia,Asia,Taliban,22,40,Gunmen launched an attack on the Inter Continental Hotel Kabul. More than 100 people were freed from the hotel and 6 gunmen were killed. 40 people are confirmed dead and at least 22 were injured. ,"34.5260109,69.1776838",Assault,2018
1/15/2018,Iraq,Baghdad Governorate,Baghdad,Western Asia,Asia,Islamic State,105,38,38 people were killed and at least 105 others wounded in 2 suicide bombings at Baghdad's al Tayaran Square. ,"33.3024309,44.3787992",Explosion,2018
1/10/2018,United States,California,Orange,Northern America,Americas,Atomwaffen Division,0,1,"The California man accused of killing a gay and Jewish University of Pennsylvania student was an avowed neo Nazi and a member of Atomwaffen Division, 1 of the country's most notorious extremist groups. ","33.7500378,-117.8704931",,2018
12/28/2017,Afghanistan,Kabul,,Southern Asia,Asia,Islamic State,80,50,"A suicide bomber stormed a Shi'ite cultural center and news agency in the Afghan capital, killing 50 people and wounding scores, many of them students attending a conference. Two other bombs were detonated in the zone. ","34.5260109,69.1776838",Explosion,2017
12/17/2017,Pakistan,Balochistan,Quetta,Southern Asia,Asia,Islamic State,57,9,"At least 9 people, including 2 women, were killed and 57 sustained injuries when suicide bombers attacked Bethel Memorial Methodist Church located on Quetta's Zarghoon Road. ","30.1957677,67.0172447",Explosion,2017
12/11/2017,United States,New York,New York City,Northern America,Americas,Akayed Ullah,3,0,"A 27 year old Bangladeshi national who lived in Brooklyn, is suspected of setting off a home made pipe bomb at the port authority, in Manhattan. Later he told police his motive was recent Israeli actions in Gaza and that was inspired by the Islamic State. ","40.7127281,-74.0060152",Explosion,2017
